"","0","3","4","5","6","9","11","12","13","15","18","21","24","25","27","30","31","32","33","34","35","LU_0","LU_3","LU_4","LU_5","LU_6","LU_9","LU_11","LU_12","LU_13","LU_15","LU_18","LU_21","LU_24","LU_25","LU_27","LU_30","LU_31","LU_32","LU_33","LU_34","LU_35","id"
".",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.8200605070306,14.8200605070306,1687.75883328377,14.8200605070306,14.8200605070306,14.8200605070306,14.8200605070306,14.8200605070306,207.571134448619,14.8200605070306,513.808712004302,2419.20360771141,1885.62642761377,511.481009981145,14.8200605070306,14.8200605070306,14.8200605070306,14.8200605070306,14.8200605070306,14.8200605070306,14.8200605070306,060411
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,3.93228756485041,0,0,0,89.3096177975592,53.8430860791123,2.09377022087574,0,0,0,0,0,0,0,060412
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,8.49244104512036,0,0,0,0,0,0,118.324438112427,1091.64285952805,0,0,1877.14965812775,62.3128972053528,0,0,0,0,0,0,0,060607
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.20945378160104,99.8859900568496,4.20945378160104,4.20945378160104,4.20945378160104,4.20945378160104,4.20945378160104,4.20945378160104,17.6975037863012,4.20945378160104,4.20945378160104,232.831074637619,752.180877940264,8.7294775894843,4.20945378160104,4.20945378160104,4.20945378160104,4.20945378160104,153.505627559498,4.20945378160104,4.20945378160104,060811
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.76911288499832,346.389405393973,2.76911288499832,2.76911288499832,2.76911288499832,2.76911288499832,2.76911288499832,2.76911288499832,20.1046710129012,2.76911288499832,2.76911288499832,4210.39595756969,32036.5494575911,338.349776033458,2.76911288499832,2.76911288499832,2.76911288499832,2.76911288499832,4.56434655189514,2.76911288499832,2.76911288499832,060901
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39.7120225527324,200.253349230297,79.9920544055723,39.7120225527324,39.7120225527324,39.7120225527324,39.7120225527324,42.8454516460188,39.7120225527324,39.7120225527324,1061.77581945298,1458.74683912645,5053.38262490844,94.2186123809721,39.7120225527324,39.7120225527324,39.7120225527324,39.7120225527324,126.668583084687,39.7120225527324,39.7120225527324,060902
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17.1002535829321,17.2340595664382,17.1002535829321,17.1002535829321,17.1002535829321,17.1002535829321,17.1002535829321,17.1002535829321,20.0081352639245,17.1002535829321,17.1002535829321,2203.68465702758,3665.01503729485,84.8903220272914,17.1002535829321,17.1002535829321,17.1002535829321,17.1002535829321,39.4764704485424,17.1002535829321,17.1002535829321,060904
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,8.75847545974317,0,0,0,0,0,0,0.655001417811948,0,0,219.878287778384,2319.34293402969,29.8136629081564,0,0,0,0,89.4450773245241,0,0,060905
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1.38767247605881,0,0,131.248432237522,716.069352051709,40.6710451552644,0,0,0,0,0,0,0,060907
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,44.2225920846709,2970.23239211547,12040.5393888665,760.753425786603,0,0,0,0,0,0,0,130201
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6864.37884782805,6864.37884782805,8964.04677969908,6864.37884782805,6864.37884782805,6864.37884782805,6864.37884782805,6864.37884782805,6864.37884782805,6864.37884782805,6864.40191267594,27285.4737471092,667213.075188334,34476.1177818548,6864.37884782805,6864.37884782805,6864.37884782805,6864.37884782805,6864.37884782805,6864.37884782805,6864.37884782805,140101
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3745.13782719911,3745.13782719911,11186.557780282,3745.13782719911,3745.13782719911,3745.13782719911,3745.13782719911,3745.13782719911,3745.13782719911,3745.13782719911,3780.19396563374,12493.648580822,430914.112723054,5685.31284209646,3745.13782719911,3745.13782719911,3745.13782719911,3745.13782719911,3745.13782719911,3745.13782719911,3745.13782719911,140105
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1206.52158398426,1206.52158398426,7384.9469474963,1206.52158398426,1206.52158398426,1206.52158398426,1206.52158398426,1206.52158398426,1206.52158398426,1206.52158398426,1206.52158398426,11023.3733814245,225886.51368545,5586.52525290401,1206.52158398426,1206.52158398426,1206.52158398426,1206.52158398426,1206.52158398426,1206.52158398426,1206.52158398426,140106
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.8937237281352,18.8937237281352,3003.39046158776,18.8937237281352,18.8937237281352,18.8937237281352,18.8937237281352,18.8937237281352,18.8937237281352,18.8937237281352,18.8937237281352,5923.79029313724,57275.2349039249,735.14667290682,18.8937237281352,18.8937237281352,18.8937237281352,18.8937237281352,18.8937237281352,18.8937237281352,18.8937237281352,140108
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,202.488895789548,0,0,0,0,0,0,0,15.2578026747215,1889.2564166601,16689.7480762036,299.038159864151,0,0,0,0,0,0,0,140111
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2936.39556172743,2911.749115883,8396.94868432863,2911.749115883,2911.749115883,2911.749115883,2911.749115883,2911.749115883,2911.749115883,2911.749115883,3328.21126545433,16521.663951012,174032.64694002,18762.3956811985,2911.749115883,2911.749115883,2911.749115883,2911.749115883,2911.749115883,2911.749115883,2911.749115883,140112
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.105195581913,21.0992216467857,21.0992216467857,21.0992216467857,21.0992216467857,21.0992216467857,21.0992216467857,21.0992216467857,21.0992216467857,21.0992216467857,21.0992216467857,34.313412356504,31504.4837407313,2482.16166535054,21.0992216467857,21.0992216467857,21.0992216467857,21.0992216467857,22.1725652348293,21.0992216467857,21.0992216467857,140114
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103.278954029083,103.278954029083,504.679017187966,103.278954029083,103.278954029083,103.278954029083,103.278954029083,103.278954029083,103.278954029083,103.278954029083,103.278954029083,11862.0598325278,52304.4877017423,1140.55004994944,103.278954029083,103.278954029083,103.278954029083,103.278954029083,103.278954029083,103.278954029083,103.278954029083,140118
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.63184340274893,7.63184340274893,2255.23240627092,7.63184340274893,7.63184340274893,7.63184340274893,7.63184340274893,7.63184340274893,7.63184340274893,7.63184340274893,432.345849745462,9290.95214492843,56126.1176929192,699.444395346319,7.63184340274893,7.63184340274893,7.63184340274893,7.63184340274893,7.63184340274893,7.63184340274893,7.63184340274893,140120
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,699.260061743436,699.260061743436,894.982656799926,699.260061743436,699.260061743436,699.260061743436,699.260061743436,699.260061743436,699.260061743436,699.260061743436,814.043065235906,2752.21286502861,95570.7996022883,841.502968488116,699.260061743436,699.260061743436,699.260061743436,699.260061743436,699.260061743436,699.260061743436,699.260061743436,140201
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.64557135422365,3.64557135422365,18.894442685988,3.64557135422365,3.64557135422365,3.64557135422365,3.64557135422365,3.64557135422365,3.64557135422365,3.64557135422365,4.94286589017611,2050.41898616195,2796.998103741,246.193598092097,3.64557135422365,3.64557135422365,3.64557135422365,3.64557135422365,3.64557135422365,3.64557135422365,3.64557135422365,140204
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,728.682889788412,728.682889788412,857.483942527788,728.682889788412,728.682889788412,728.682889788412,728.682889788412,728.682889788412,728.682889788412,728.682889788412,728.682889788412,1355.66440400884,39504.3103187756,1658.16834099029,728.682889788412,728.682889788412,728.682889788412,728.682889788412,728.682889788412,728.682889788412,728.682889788412,140206
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1925.89852904819,0,0,0,0,0,0,0,605.282581842347,10240.6066756002,151271.938003587,6420.50879612823,0,0,0,0,3.97639502261882,0,0,140301
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,700.381004048917,0,0,0,0,0,0,0,0,2655.02761681805,10575.2486547176,73.0937494421378,0,0,0,0,0,0,0,140303
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,440.4642894594,0,0,0,0,0,0,0,1059.83441195035,647.343461645582,19760.5504756556,127.331391322296,0,0,0,0,0,0,0,140305
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1451.89217372444,0,0,0,0,0,0,0,0,4199.47212191901,27037.7294726017,1939.2182233856,0,0,0,0,0,0,0,140306
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,845.992900103119,0,0,0,0,0,0,0,0,2964.68829418743,35960.0911617504,725.129161231744,0,0,0,0,85.4756055517367,0,0,140308
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,453.377201235853,0,0,0,0,0,0,0,0,1724.25347456274,8641.39630797505,249.630214601755,0,0,0,0,0,0,0,140309
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00709047960117459,0.00709047960117459,615.447085688367,0.00709047960117459,0.00709047960117459,0.00709047960117459,0.00709047960117459,0.00709047960117459,0.00709047960117459,0.00709047960117459,4.59471371754713,297.841089696467,30436.0943033987,8568.41456781197,0.00709047960117459,0.00709047960117459,0.00709047960117459,0.00709047960117459,0.00709047960117459,0.00709047960117459,0.00709047960117459,140311
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2055.12296764607,0,0,0,0,0,0,0,446.9959168714,1646.27313904925,21571.0600408466,623.384500980377,0,0,0,0,0,0,0,140312
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0524535052245483,0.0524535052245483,8312.59214138008,0.0524535052245483,0.0524535052245483,0.0524535052245483,0.0524535052245483,0.0524535052245483,0.0524535052245483,0.0524535052245483,0.0524535052245483,12724.2786278914,90495.2554376469,2248.22341499683,0.0524535052245483,0.0524535052245483,0.0524535052245483,0.0524535052245483,11.8356407650281,0.0524535052245483,0.0524535052245483,200114
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,376.196256980475,0,0,0,0,0,262.911210782471,2245.36335206736,618.11474663064,1186.94319461062,0,18862.6741736545,1973.19024777694,0,0,0,0,0,0,0,200301
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.66130408088793,22.5995503918239,695.096821040066,1.66130408088793,1.66130408088793,1.66130408088793,1.66130408088793,1.66130408088793,516.87633645258,1.66130408088793,1.66130408088793,3779.06645388133,1.66130408088793,162.220357978746,1.66130408088793,1.66130408088793,1.66130408088793,1.66130408088793,1.66130408088793,1.66130408088793,1.66130408088793,200302
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2.11170026886975e-05,0,0,0,0,0,16.5185199618726,61.3214674314609,756.621115616719,0,1271.46241743812,6579.05231441414,1041.63953424088,0,0,0,0,0,0,0,200304
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0606447588652372,17.8284832651425,577.520010958894,0.0606447588652372,0.0606447588652372,0.0606447588652372,0.0606447588652372,0.0606447588652372,1296.44014935009,0.0606447588652372,0.0606447588652372,2479.35402752791,0.0606447588652372,100.76166581298,0.0606447588652372,0.0606447588652372,0.0606447588652372,0.0606447588652372,0.0606447588652372,0.0606447588652372,0.0606447588652372,200306
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92.2390908659436,92.2390908659436,2243.31741452708,92.2390908659436,92.2390908659436,92.2390908659436,92.2390908659436,92.2390908659436,92.2390908659436,92.2390908659436,520.340690750852,18912.5983302519,146165.054888349,2336.74155674607,92.2390908659436,92.2390908659436,92.2390908659436,92.2390908659436,92.2390908659436,92.2390908659436,92.2390908659436,200401
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28.5225936087645,28.5225936087645,581.779229381247,28.5225936087645,28.5225936087645,28.5225936087645,28.5225936087645,28.5225936087645,28.5225936087645,28.5225936087645,28.9467704090356,2258.85592743783,8546.86418346517,200.022214092945,28.5225936087645,28.5225936087645,28.5225936087645,28.5225936087645,32.618438630072,28.5225936087645,28.5225936087645,200402
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74.2204082440585,74.2204082440585,472.82300051162,74.2204082440585,74.2204082440585,74.2204082440585,74.2204082440585,74.2204082440585,74.2204082440585,74.2204082440585,74.2204082440585,9670.11987609735,19039.5070218723,647.399674293029,74.2204082440585,74.2204082440585,74.2204082440585,74.2204082440585,74.2204082440585,74.2204082440585,74.2204082440585,200404
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.994569948874414,0.994569948874426,1543.05125724495,0.99456994887445,0.994569948874462,0.994569948874474,0.994569948874487,0.994569948874499,0.994569948874511,0.994569948874523,8.27226505224555,7646.2012581114,21475.6417140298,1099.69955389362,0.994569948874583,0.994569948874595,0.994569948874608,0.99456994887462,4.50890762987568,0.994569948874644,0.994569948874656,200405
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,352.616252813984,0,0,0,0,0,0,0,0,3446.7467485174,9415.41532194999,396.415679747711,0,0,0,0,0.0104465950907979,0,0,200406
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,362.704947715183,0,0,0,0,0,0,0,82.0090772933863,1476.97677789142,5926.69767149273,176.475046435837,0,0,0,0,0,0,0,200407
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.83625409308297,1.83625409308298,289.929001549443,1.836254093083,1.836254093083,1.83625409308301,1.83625409308302,1.83625409308303,1.83625409308304,1.83625409308304,1.83625409308305,1911.55981412686,193.789426061543,140.417457553776,1.83625409308308,1.83625409308309,1.8362540930831,1.83625409308311,1.83625409308312,1.83625409308313,1.83625409308313,200408
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,22.0953298301465,743.37783956066,0,0,0,0,0,0,0,0,3541.96277802469,0,0,0,0,0,0,0,0,0,200410
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2225.67438474117,2225.67438474117,33605.0318870808,2225.67438474117,2225.67438474117,2225.67438474117,2225.67438474118,2225.67438474118,2336.87911000668,2225.67438474118,2572.68036121874,14081.8355737346,410890.923160679,8846.0555697403,2225.67438474118,2225.67438474118,2225.67438474119,2225.67438474119,2229.49315401273,2225.67438474119,2225.67438474119,200601
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200604
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,106.946904162461,0,0,0,0,0,732.500077509698,0,3.48585257766081,3740.02713117728,33774.090562141,18176.1260693803,0,0,0,0,0.382490734447032,0,0,200607
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.704904417857,117.704904417857,122.060765822767,117.704904417857,117.704904417857,117.704904417857,117.704904417857,117.704904417857,117.704904417857,117.704904417857,117.704904417857,2208.64831147743,13985.4120012181,3138.93849000586,117.704904417857,117.704904417857,117.704904417857,117.704904417857,120.425098066047,117.704904417857,117.704904417857,200608
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.93029947951436,503.823717832944,0.93029947951436,0.93029947951436,0.93029947951436,0.93029947951436,0.93029947951436,0.93029947951436,0.93029947951436,0.93029947951436,547.291444473417,4323.49107523416,20004.6238182668,1143.51094757696,0.93029947951436,0.93029947951436,0.93029947951436,0.93029947951436,65.5415175328299,0.93029947951436,0.93029947951436,220805
"land_type_pop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,285.747217378631,207.123329211259,443.935535472755,207.126283131249,207.123329211259,207.123329211259,207.123329211259,207.123329211259,234.223169307166,207.123329211259,207.123329211259,3118.27397349052,38028.0631524769,7788.02915426162,207.123329211259,207.123329211259,459.954094544256,207.123329211259,215.896428213228,207.123329211259,207.123329211259,240302
